id,first_name,last_name,dob,photo_url
217028,Kirsten,Dunst,1982-04-27,http://ia.imdb.com/media/imdb/01/I/24/85/38m.jpg
217031,Geoffrey,Rush,1951-07-06,http://ia.imdb.com/media/imdb/01/I/59/55/12m.jpg
217032,Sandra,Bullock,1964-07-26,http://ia.imdb.com/media/imdb/01/I/49/07/38m.jpg
217033,Martin,Henderson,1974-10-08,http://ia.imdb.com/media/imdb/01/I/98/66/22m.jpg
217035,Jamie,Kennedy,1970-05-25,http://ia.imdb.com/media/imdb/01/I/48/25/22m.jpg
217037,Naomi,Watts,1968-09-28,http://ia.imdb.com/media/imdb/01/I/04/88/38m.jpg
217040,Frankie,Muniz,1985-12-05,http://ia.imdb.com/media/imdb/01/I/67/75/12m.jpg
217042,Whoopi,Goldberg,1955-11-13,http://ia.imdb.com/media/imdb/01/I/77/05/12m.jpg
326103,Jennifer,Aniston,1969-02-11,http://us.movies1.yimg.com/movies.yahoo.com/images/hv/photo/movie_pix/universal_pictures/bruce_almighty/jennifer_aniston/brucepre12.jpg
326105,Meryl,Streep,1949-06-22,http://ia.imdb.com/media/imdb/01/I/83/65/38m.jpg
326111,Renee,Zellweger,1969-04-25,http://ia.imdb.com/media/imdb/01/I/15/36/12m.jpg
326112,Owen,Wilson,1968-11-18,"http://www.imdb.com/gallery/ss/0335438/Ss/0335438/SHD-7322.jpg?path=pgallery&path_key=Wilson,%20Owen"
412005,Andy,Garcia,1956-04-12,http://www.imdb.com/name/nm0000412/photogallery
412007,Antonio,Banderas,1960-08-10,http://www.imdb.com/name/nm0000104/photogallery
412011,Sharon,Stone,1958-03-10,http://www.imdb.com/name/nm0000232/photogallery
412012,Gene,Hackman,1930-01-30,http://www.imdb.com/name/nm0000432/photogallery
412017,Hugh,Jackman,1968-10-12,http://www.imdb.com/name/nm0413168/photogallery
412018,Rebecca,Romijn-Stamos,1973-11-06,http://www.imdb.com/name/nm0005381/photogallery
412019,Halle,Berry,1966-08-14,http://www.imdb.com/name/nm0000932/photogallery
412020,Kelly,Hu,1968-02-13,http://www.imdb.com/name/nm0005026/photogallery
412022,Penelope,Cruz,1974-04-28,http://www.imdb.com/name/nm0004851/photogallery
412023,Cameron,Diaz,1972-08-03,http://www.imdb.com/name/nm0000139/photogallery
412026,Goran,Visnjic,1972-09-09,http://www.imdb.com/name/nm0899681/photogallery
412027,"Will Yun",Lee,1975-03-22,http://www.imdb.com/name/nm0498449/photogallery
412029,Michael,Caine,1933-03-14,http://www.imdb.com/name/nm0000323/photogallery
412030,Liam,Neeson,1952-06-07,http://www.imdb.com/name/nm0000553/photogallery
412031,Morgan,Freeman,1937-06-01,http://www.imdb.com/name/nm0000151/photogallery
412032,Katie,Holmes,1978-12-18,http://www.imdb.com/name/nm0005017/photogallery
422402,Mark,Ruffalo,1967-11-22,http://ia.imdb.com/media/imdb/01/I/53/31/48m.jpg
422404,Jake,Gyllenhaal,1980-12-19,http://ia.imdb.com/media/imdb/01/I/32/45/38m.jpg
422405,Scarlett,Johansson,1984-11-22,http://ia.imdb.com/media/imdb/01/I/93/65/38m.jpg
422406,Jude,Law,1972-12-29,http://ia.imdb.com/media/imdb/01/I/00/15/12m.jpg
422409,Billy,Crystal,1947-03-14,http://ia.imdb.com/media/imdb/01/I/36/65/12m.jpg
422410,Colin,Firth,1960-09-10,http://ia.imdb.com/media/imdb/01/I/46/15/22m.jpg
490002,Jennifer,Garner,1972-04-17,http://www.imdb.com/name/nm0004950/photogallery
490006,Jennifer,Lopez,1969-07-24,http://ia.imdb.com/media/imdb/01/I/85/85/38m.jpg
490009,Michael,Douglas,1944-09-25,http://ia.imdb.com/media/imdb/01/I/56/05/12m.jpg
490012,Julie,Andrews,1935-10-01,http://ia.imdb.com/media/imdb/01/I/97/90/33m.jpg
492107,Ian,Holm,1931-09-12,http://ia.imdb.com/media/imdb/01/I/61/25/22m.jpg
492108,Don,Cheadle,1964-11-29,http://ia.imdb.com/media/imdb/01/I/45/65/12m.jpg
525101,Sean,Connery,1930-08-25,"http://www.imdb.com/gallery/ss/0311429/Ss/0311429/L-73.jpg?path=pgallery&path_key=Connery,%20Sean"
525102,George,Lazenby,1939-09-05,http://ia.imdb.com/media/imdb/01/I/60/96/12m.jpg
525103,Roger,Moore,1927-10-14,http://ia.imdb.com/media/imdb/01/I/81/94/12m.jpg
525105,Pierce,Brosnan,1953-05-16,http://ia.imdb.com/media/imdb/01/I/65/28/38m.jpg
525106,Bernard,Lee,1980-01-10,http://www.poster.net/lee-bernard/lee-bernard-photo-bernard-lee-6204840.jpg
525107,Robert,Brown,1921-07-23,http://www.jamesbondfilme.de/brown_robert.jpg
525108,Judi,Dench,1934-12-09,http://ia.imdb.com/media/imdb/01/I/83/85/12m.jpg
525109,Lois,Maxwell,1927-02-14,http://ia.imdb.com/media/imdb/01/I/59/17/22m.jpg
525110,Caroline,Bliss,1961-01-01,http://www.jamesbondmm.co.uk/images/mi6-officials/caroline-bliss/thumbnails/cb_large.jpg
525111,Samantha,Bond,1962-11-27,http://www.jamesbondmm.co.uk/images/mi6-officials/samantha-bond/thumbnails/sb_large.jpg
525112,Desmond,Llewelyn,1914-09-12,http://www.jamesbondmm.co.uk/images/mi6-officials/desmond-llewelyn/thumbnails/dl_large.jpg
525113,John,Cleese,1939-10-27,http://ia.imdb.com/media/imdb/01/I/57/94/12m.jpg
631001,Gregory,Peck,1916-04-05,http://ia.imdb.com/media/imdb/01/I/86/92/23m.jpg
631002,Audrey,Hepburn,1929-05-04,http://ia.imdb.com/media/imdb/01/I/78/94/12m.jpg
631003,Jodie,Foster,1962-11-19,http://ia.imdb.com/media/imdb/01/I/17/05/12m.jpg
631004,Yun-Fat,Chow,1955-05-18,http://ia.imdb.com/media/imdb/01/I/65/65/12m.jpg
631005,Clark,Gable,1901-02-01,http://ia.imdb.com/media/imdb/01/I/29/94/12m.jpg
631006,Vivien,Leigh,1913-11-05,http://ia.imdb.com/media/imdb/01/I/21/05/12m.jpg
631007,Macaulay,Culkin,1980-08-26,http://ia.imdb.com/media/imdb/01/I/69/13/48m.jpg
631008,Charles,Chaplin,1889-04-16,http://ia.imdb.com/media/imdb/01/I/02/15/12m.jpg
631009,Marlon,Brando,1924-04-03,http://ia.imdb.com/media/imdb/01/I/88/94/12m.jpg
631010,Diane,Keaton,1946-01-05,http://ia.imdb.com/media/imdb/01/I/75/45/12m.jpg
631011,Richard,Chamberlain,1934-03-31,http://ia.imdb.com/media/imdb/01/I/93/04/63m.jpg
631012,Timothy,Dalton,1946-03-21,http://ia.imdb.com/media/imdb/01/I/99/55/22m.jpg
631014,James,Caan,1940-03-26,http://ia.imdb.com/media/imdb/01/I/66/26/12m.jpg
631015,George,Peppard,1928-10-01,http://ia.imdb.com/media/imdb/01/I/63/15/22m.jpg
631016,Patricia,Neal,1926-01-20,http://i.imdb.com/Photos/Mptv/1336/th-2741_00000.jpg
631017,Buddy,Ebsen,1908-04-02,http://ia.imdb.com/media/imdb/01/I/00/45/22m.jpg
631018,Mickey,Rooney,1920-09-23,http://ia.imdb.com/media/imdb/01/I/80/65/12m.jpg
634002,"Laurence ",Fishburne,1961-07-30,http://ia.imdb.com/media/imdb/01/I/02/45/12m.jpg
634003,Orlando,Bloom,1977-01-13,http://movies.yahoo.com/shop?d=hc&id=1804851147&cf=mm&intl=us
634004,Liv,Tyler,1977-07-01,http://us.movies1.yimg.com/movies.yahoo.com/images/hv/photo/movie_pix/new_line_cinema/the_lord_of_the_rings__the_return_of_the_king/liv_tyler/rings4.jpg
634005,Hugo,Weaving,1960-04-04,http://ia.imdb.com/media/imdb/01/I/90/46/26m.jpg
634006,Viggo,Mortensen,1958-10-20,http://ia.imdb.com/media/imdb/01/I/47/65/38m.jpg
634007,Ian,McKellen,1939-05-25,http://ia.imdb.com/media/imdb/01/I/17/75/12m.jpg
634008,Elijah,Wood,1981-01-28,http://ia.imdb.com/media/imdb/01/I/54/28/38m.jpg
634011,Zhang,Ziyi,1979-02-09,http://ia.imdb.com/media/imdb/01/I/52/37/12m.jpg
658001,none,Eminem,1972-11-10,uk.imdb.com/name/nm0004896/
658003,Ewan,McGregor,1971-03-31,uk.imdb.com/name/nm0000191
658007,Thora,Birch,1982-03-11,uk.imdb.com/name/nm0000301/
658008,Kate,Winslet,1975-11-05,uk.imdb.com/name/nm0000701/
658010,Sean,Penn,1960-08-17,uk.imdb.com/name/nm0000576/
658011,Hugh,Grant,1960-09-09,uk.imdb.com/name/nm/0000424/
658012,Joesph,Fiennes,1970-05-27,uk.imdb.com/name/nm0001212/
658013,Mena,Suvari,1979-02-09,uk.imdb.com/name/nm0002546/
658014,Sally,Field,1946-11-06,uk.imdb.com/name/nm0000398/
658015,Martine,McCutcheor,1976-05-14,uk.imdb.com/name/nm0567356/
658016,Jennifer,Connelly,1970-12-12,uk.imdb.com/name/nm0000124/
658017,Ed,Harris,1950-11-28,uk.imdb.com/name/nm0000438/
658018,Emmy,Rossum,1986-09-12,uk.imdb.com/name/nm0002536/
658019,Tim,Robbins,1958-10-16,uk.imdb.com/name/nm0000209/
671103,Mel,Gibson,1956-01-03,uk.imdb.com/name/nm0000154/
671105,Jim,Carrey,1962-01-17,"http://www.imdb.com/gallery/scrapbook/58/Sbk/58/ILC_2.jpg?path=pgallery&path_key=Carrey,%20Jim"
671107,Casper,"Van Dien",1968-12-18,http://ia.imdb.com/media/imdb/01/I/72/35/12m.jpg
671109,Brendan,Fraser,1968-12-03,http://ia.imdb.com/media/imdb/01/I/74/45/48m.jpg
683001,Al,Pacino,1940-04-25,http://www.posternow.com/photos/imagem/p/p4725.jpg
683002,Marlon,Brando,1924-03-04,http://users.rcn.com/lakate/assets/images/marlon_brando_pate.jpeg
683003,Giovanni,Ribisi,1974-03-31,http://www.kinoweb.de/film2000/BoilerRoom/pix/br7.jpg
683004,Sylvester,Stallone,1946-07-06,http://www.prisma-online.de/image/08/mma053ec91fc35e708.jpeg
683007,Paul,Walker,1973-09-12,http://www.screencaptures.net/p/pwalker20.jpg
683008,Vin,Diesel,1967-07-18,http://www.geocities.com/vindieselsanctuary/Vin_Diesel.jpeg
683010,Josh,Hartnett,1978-07-21,http://www.film.it/fnts/film/immagini/278x182/pearlharbor02.jpg
683013,Michelle,Pfeiffer,1958-04-29,http://www.bullz-eye.com/mguide/review_images/scarface_pfeiffer.jpg
683014,Steven,Bauer,1956-12-02,http://www.newyorksocialdiary.com/partypictures/2003/10.1.03/images/scarface_IMG_5299.jpg
683016,Eva,Mendes,1978-03-05,http://www.fast-cars.ch/images/Movies/Fast_Furious/2_Fast_2_Furious_Eva_Mendes.jpg
683018,Gina,Gershon,1962-06-10,http://www.askmen.com/imagessexsymbol/2001_jun/gina_gershon/gina_gershon_150.jpg
683019,Estella,Warren,1978-12-23,http://www.askmen.com/imagesmodel/aug00/estella_warren/estella_warren_150.JPG
683020,Jordana,Brewster,1980-04-26,http://www.kinoweb.de/film2001/FastAndTheFurious/pix/ffc.jpg
683021,Jamie,Foxx,1967-12-13,http://anygivensunday.warnerbros.com/img/photobook/1-pbook31.jpg
693100,Leonardo,DiCaprio,1974-11-11,uk.imdb.com/name/nm0000138/
693101,Jennifer,Garner,1972-05-17,http://ia.imdb.com/media/imdb/01/I/27/32/78m.jpg
693103,Brad,Pitt,1973-12-18,http://ia.imdb.com/media/imdb/01/I/40/45/38m.jpg
693104,Sean,Astin,1971-02-25,http://ia.imdb.com/media/imdb/01/I/13/09/38m.jpg
693105,Cate,Blanchett,1969-05-14,http://ia.imdb.com/media/imdb/01/I/66/33/48m.jpg
693106,Kate,Beckinsale,1973-07-26,http://movies.yahoo.com/shop?d=hc&id=1800020790&cf=pg&photoid=541553&intl=us
693108,Dustin,Hoffman,1937-08-08,http://ia.imdb.com/media/imdb/01/I/46/33/48m.jpg
693109,Catherine,Zeta-Jones,1969-09-25,http://www.imdb.com/name/nm0001876/photogallery
693111,Ashanti,Douglas,1980-10-13,http://www.imdb.com/gallery/granitz/2678/Events/2678/Ashanti_Grani_4187027_400.jpg?path=pgallery&path_key=Ashanti%20(II)
693112,Laurence,Fishburne,1961-07-30,"http://www.imdb.com/gallery/granitz/1995/Events/1995/LawrenceFi_Pimen_1113708_400.jpg?path=pgallery&path_key=Fishburne,%20Laurence"
693113,Ethan,Hawke,1970-11-06,"http://www.imdb.com/gallery/granitz/1389/Events/1389/EthanHawke_Grani_387833_400.jpg?path=pgallery&path_key=Hawke,%20Ethan"
693115,Gary,Sinise,1955-03-17,"http://www.imdb.com/gallery/granitz/2660/Events/2660/GarySinise_Grani_4154603_400.jpg?path=pgallery&path_key=Sinise,%20Gary"
693116,Will,Smith,1968-09-25,"http://www.imdb.com/gallery/granitz/2430/Events/2430/WillSmith_Vespa_2318828_400.jpg?path=pgallery&path_key=Smith,%20Will%20(I)"
693117,Bruce,Willis,1995-03-19,"http://www.imdb.com/gallery/granitz/2646/Events/2646/BruceWilli_Grani_4014581_400.jpg?path=pgallery&path_key=Willis,%20Bruce%20(I)"
693118,Robert,DeNiro,1943-08-17,"http://www.imdb.com/gallery/granitz/2622/Events/2622/RobertDeNi_Devan_3900343_400.jpg?path=pgallery&path_key=De%20Niro,%20Robert"
693119,Alec,Baldwin,1958-04-03,"http://www.imdb.com/gallery/granitz/2428/Events/2428/BillyBaldw_Grani_2315472_400.jpg?path=pgallery&path_key=Baldwin,%20Alec"
755001,Zach,Braff,1975-04-06,"http://www.imdb.com/gallery/granitz/2362/Events/2362/ZackBraff_McCar_2078306_400.jpg?path=pgallery&path_key=Braff,%20Zach"
755003,Harrison,Ford,1942-07-13,"http://www.imdb.com/gallery/granitz/1961/Events/1961/HarrisonFo_Vespa_1081568_400.jpg?path=pgallery&path_key=Ford,%20Harrison%20(I)"
755005,Jet,Li,1963-04-26,"http://www.imdb.com/gallery/granitz/1209/Events/1209/JetLi_Granitz_197571.jpg?path=pgallery&path_key=Li,%20Jet"
755006,Michael,Moore,1954-04-23,"http://www.imdb.com/gallery/granitz/2647/Events/2647/MichaelMoo_Grani_4020784_400.jpg?path=pgallery&path_key=Moore,%20Michael%20(II)"
755007,Mike,Myers,1963-05-25,"http://www.imdb.com/gallery/granitz/2487/Events/2487/MikeMyers_Pimen_2724748_400.jpg?path=pgallery&path_key=Myers,%20Mike%20(I)"
755008,Craig,Nelson,1944-04-04,"http://www.imdb.com/gallery/granitz/0515-wri/Events/0515-wri/nelsoncr.aig?path=pgallery&path_key=Nelson,%20Craig%20T."
755010,Keanu,Reeves,1964-09-02,"http://www.imdb.com/gallery/granitz/2173/Events/2173/KeanuReeve_Grani_1726991_400.jpg?path=pgallery&path_key=Reeves,%20Keanu"
755011,Arnold,Schwarzeneggar,1947-07-30,"http://www.imdb.com/gallery/granitz/2028/Events/2028/ArnoldSchw_Grani_1252920_400.jpg?path=pgallery&path_key=Schwarzenegger,%20Arnold"
755012,Audrey,Tautou,1978-08-09,"http://www.imdb.com/gallery/granitz/2029/Events/2029/AudreyTaut_Devan_1267588_400.jpg?path=pgallery&path_key=Tautou,%20Audrey"
755013,Marlon,Wayans,1972-07-23,"http://www.imdb.com/gallery/granitz/2619/Events/2619/MarlonWaya_Mazur_3801649_400.jpg?path=pgallery&path_key=Wayans,%20Marlon"
755014,Ewan,MacGregor,1971-03-31,"http://www.imdb.com/gallery/granitz/1970/Events/1970/EwanMcGreg_Mazur_1086308_400.jpg?path=pgallery&path_key=McGregor,%20Ewan"
755015,Natalie,Portman,1981-06-09,"http://www.imdb.com/gallery/granitz/2625/Events/2625/NataliePor_Cohen_3923695_400.jpg?path=pgallery&path_key=Portman,%20Natalie"
755016,Cameron,Diaz,1972-08-30,"http://www.imdb.com/gallery/granitz/2488/Events/2488/CameronDia_Vespa_2727206_400.jpg?path=pgallery&path_key=Diaz,%20Cameron"
755017,Eddie,Murphy,1961-04-03,"http://www.imdb.com/gallery/granitz/2487/Events/2487/EddieMurph_Pimen_2724994_400.jpg?path=pgallery&path_key=Murphy,%20Eddie%20(I)"
764001,Joaquin,Phoenix,1974-10-28,http://ia.imdb.com/media/imdb/01/I/21/27/58m.jpg
764002,Diane,Kruger,1976-07-15,http://ia.imdb.com/media/imdb/01/I/21/10/68m.jpg
764003,Nicholas,Cage,1964-01-07,http://ia.imdb.com/media/imdb/01/I/83/88/38m.jpg
764005,Holly,Hunter,1958-03-20,http://ia.imdb.com/media/imdb/01/I/74/45/12m.jpg
764006,Robert,"De Niro",1943-08-17,http://us.movies1.yimg.com/movies.yahoo.com/images/hv/photo/movie_pix/tribeca/tribeca_film_festival_2004_photos/robert_de_niro/tribrothers.jpg
764007,Nona,Gaye,1974-09-04,http://ia.imdb.com/media/imdb/01/I/53/56/22m.jpg
764008,Ron,Perlman,1950-04-13,http://ia.imdb.com/media/imdb/01/I/33/57/38m.jpg
764009,Adam,Sandler,1966-09-09,http://ia.imdb.com/media/imdb/01/I/83/17/38m.jpg
764011,Bryce,Howard,1981-03-02,http://ia.imdb.com/media/imdb/01/I/09/36/38m.jpg
764012,Adrien,Brody,1973-04-14,http://ia.imdb.com/media/imdb/01/I/74/28/38m.jpg
764013,William,Hurt,1950-03-20,http://ia.imdb.com/media/imdb/01/I/04/09/38m.jpg
764014,Sigourney,Weaver,1949-10-08,http://ia.imdb.com/media/imdb/01/I/15/28/38m.jpg
764015,Brendan,Gleeson,1955-11-09,http://ia.imdb.com/media/imdb/01/I/92/17/38m.jpg
764016,Micheal,Pitt,1981-04-10,http://ia.imdb.com/media/imdb/01/I/25/85/38m.jpg
764017,John,Hurt,1940-01-22,http://ia.imdb.com/media/imdb/01/I/31/25/22m.jpg
764018,Selma,Blair,1972-06-23,http://ia.imdb.com/media/imdb/01/I/05/31/68m.jpg
764019,Jeffery,Tambor,1944-07-08,http://ia.imdb.com/media/imdb/01/I/53/13/58m.jpg
764020,David,Pierce,1959-04-03,http://ia.imdb.com/media/imdb/01/I/03/17/38m.jpg
788001,Meg,Ryan,1961-11-19,http://movies.yahoo.com/shop?d=hc&id=1800017434&cf=pg&photoid=35058&intl=us
788002,Robin,Williams,1952-07-21,http://www.perfectpeople.net/media/indexpictures/502.jpg
788003,Russell,Crowe,1964-04-07,uk.imdb.com/name/nm0000128/
788006,Matt,Damon,1970-10-08,http://www.imdb.com/name/nm0000354/photogallery
788007,Angelina,Jolie,1975-06-04,http://us.movies1.yimg.com/movies.yahoo.com/images/hv/photo/movie_pix/twentieth_century_fox/mr__and_mrs__smith/angelina_jolie/mrsteaser.jpg
788008,Ashley,Judd,1968-04-19,http://movies.yahoo.com/shop?d=hc&id=1800018868&cf=pg&photoid=38137&intl=us
788009,Tobey,Maguire,1975-06-27,http://movies.yahoo.com/shop?d=hc&id=1800019261&cf=pg&photoid=428903&intl=us
788010,Tom,Hanks,1956-07-09,uk.imdb.com/name/nm0000158/
788011,Kate,Hudson,1979-04-19,http://movies.yahoo.com/shop?d=hc&id=1800018574&cf=pg&photoid=557679&intl=us
855100,Jackie,Chan,1954-04-07,http://www.eforu.com/cards/pictures/jackiechan/jc10_thumb.jpg
855101,Chris,Tucker,1872-08-13,http://www.art.com/asp/sp.asp?PD=10046605&RFID=039963&FT=Y
855102,Bruce,Willis,1955-03-19,http://www.kcweb.com/superm/supermg/b_willis.jpg
855103,Jennifer,Lopez,1970-07-24,http://www.eforu.com/cgi-bin/gallery/view.pl?id=jenniferlopez/jl30.jpg
855104,Richard,Gere,1949-08-31,http://us.movies1.yimg.com/movies.yahoo.com/images/hv/photo/movie_pix/screen_gems/the_mothman_prophecies/richard_gere/mothman4.jpg
855105,Julia,Roberts,1967-10-28,http://www.imdb.com/name/nm0000210/photogallery
855106,Brad,Pitt,1963-12-18,http://www.kidzworld.com/img/upload/article/a957i0_bradpittAw.jpg
855107,Catherine,Zeta-Jones,1969-09-21,http://images.absolutely.net/poster/Catherine_Zeta_Jones/039_39834.jpg
855108,George,Clooney,1961-05-06,http://www.thisislancashire.co.uk/lancashire/leisure/movies/interviews/images/intview-clooney.jpg
855109,Johnny,Depp,1963-06-09,"http://www.imdb.com/gallery/granitz/2543/Events/2543/JohnnyDepp_Vespa_3317606_400.jpg?path=pgallery&path_key=Depp,%20Johnny"
855110,Kate,Winslet,1975-10-05,http://www.eforu.com/cgi-bin/gallery/view.pl?id=katewinslet/kw10.jpg
855111,Christina,Ricci,1980-02-12,http://www.superiorpics.com/christina_ricci/images/christina008.jpg
